well_id,phase,forecast_month,forecast_volume
42000000000009,oil,2026-08-01,1776.376183
42000000000009,oil,2026-09-01,1723.811226
42000000000009,oil,2026-10-01,1673.833145
42000000000009,oil,2026-11-01,1626.265889
42000000000009,oil,2026-12-01,1580.948575
42000000000009,oil,2027-01-01,1537.733919
42000000000009,oil,2027-02-01,1496.486853
42000000000009,oil,2027-03-01,1457.083308
42000000000009,oil,2027-04-01,1419.409133
42000000000009,oil,2027-05-01,1383.359141
42000000000009,oil,2027-06-01,1348.836265
42000000000009,oil,2027-07-01,1315.750797
42000000000009,oil,2027-08-01,1284.019721
42000000000009,oil,2027-09-01,1253.566109
42000000000009,oil,2027-10-01,1224.318583
42000000000009,oil,2027-11-01,1196.210832
42000000000009,oil,2027-12-01,1169.181178
42000000000009,gas,2026-01-01,4090.322828
42000000000009,gas,2026-02-01,3987.096067
42000000000009,gas,2026-03-01,3889.208793
42000000000009,gas,2026-04-01,3796.25487
42000000000009,gas,2026-05-01,3707.868502
42000000000009,gas,2026-06-01,3623.719338
42000000000009,gas,2026-07-01,3543.508267
42000000000009,gas,2026-08-01,3466.963805
42000000000009,gas,2026-09-01,3393.838973
42000000000009,gas,2026-10-01,3323.908582
42000000000009,gas,2026-11-01,3256.966882
42000000000009,gas,2026-12-01,3192.8255
42000000000009,gas,2027-01-01,3131.311642
42000000000009,gas,2027-02-01,3072.266513
42000000000009,gas,2027-03-01,3015.543919
42000000000009,gas,2027-04-01,2961.009047
42000000000009,gas,2027-05-01,2908.537369
42000000000009,gas,2027-06-01,2858.013681
42000000000009,gas,2027-07-01,2809.331243
42000000000009,gas,2027-08-01,2762.391017
42000000000009,gas,2027-09-01,2717.100979
42000000000009,gas,2027-10-01,2673.37551
42000000000009,gas,2027-11-01,2631.134849
42000000000009,gas,2027-12-01,2590.304595
42000000000009,water,2026-01-01,804.370628
42000000000009,water,2026-02-01,788.331235
42000000000009,water,2026-03-01,773.039912
42000000000009,water,2026-04-01,758.444579
42000000000009,water,2026-05-01,744.497978
42000000000009,water,2026-06-01,731.157124
42000000000009,water,2026-07-01,718.38283
42000000000009,water,2026-08-01,706.139291
42000000000009,water,2026-09-01,694.393723
42000000000009,water,2026-10-01,683.116053
42000000000009,water,2026-11-01,672.278639
42000000000009,water,2026-12-01,661.856026
42000000000009,water,2027-01-01,651.824738
42000000000009,water,2027-02-01,642.16308
42000000000009,water,2027-03-01,632.850978
42000000000009,water,2027-04-01,623.869825
42000000000009,water,2027-05-01,615.202351
42000000000009,water,2027-06-01,606.832504
42000000000009,water,2027-07-01,598.74534
42000000000009,water,2027-08-01,590.926935
42000000000009,water,2027-09-01,583.364293
42000000000009,water,2027-10-01,576.045273
42000000000009,water,2027-11-01,568.958519
42000000000009,water,2027-12-01,562.093395
42000000000010,oil,2026-01-01,2303.447549
42000000000010,oil,2026-02-01,2223.776607
42000000000010,oil,2026-03-01,2148.672943
42000000000010,oil,2026-04-01,2077.775655
42000000000010,oil,2026-05-01,2010.759835
42000000000010,oil,2026-06-01,1947.33227
42000000000010,oil,2026-07-01,1887.227729
42000000000010,oil,2026-08-01,1830.205765
42000000000010,oil,2026-09-01,1776.04793
42000000000010,oil,2026-10-01,1724.555362
42000000000010,oil,2026-11-01,1675.546673
42000000000010,oil,2026-12-01,1628.856107
42000000000010,oil,2027-01-01,1584.331916
42000000000010,oil,2027-02-01,1541.83494
42000000000010,oil,2027-03-01,1501.237348
42000000000010,oil,2027-04-01,1462.421531
42000000000010,oil,2027-05-01,1425.279115
42000000000010,oil,2027-06-01,1389.710091
42000000000010,oil,2027-07-01,1355.622033
42000000000010,oil,2027-08-01,1322.92941
42000000000010,oil,2027-09-01,1291.552961
42000000000010,oil,2027-10-01,1261.419146
42000000000010,oil,2027-11-01,1232.459645
42000000000010,oil,2027-12-01,1204.610911
42000000000010,gas,2026-01-01,4214.272004
42000000000010,gas,2026-02-01,4107.91716
42000000000010,gas,2026-03-01,4007.063605
42000000000010,gas,2026-04-01,3911.292896
42000000000010,gas,2026-05-01,3820.228154
42000000000010,gas,2026-06-01,3733.529015
42000000000010,gas,2026-07-01,3650.887305
42000000000010,gas,2026-08-01,3572.023315
42000000000010,gas,2026-09-01,3496.682578
42000000000010,gas,2026-10-01,3424.633085
42000000000010,gas,2026-11-01,3355.662848
42000000000010,gas,2026-12-01,3289.577788
42000000000010,gas,2027-01-01,3226.199874
42000000000010,gas,2027-02-01,3165.365498
42000000000010,gas,2027-03-01,3106.924038
42000000000010,gas,2027-04-01,3050.736594
42000000000010,gas,2027-05-01,2996.674865
42000000000010,gas,2027-06-01,2944.620156
42000000000010,gas,2027-07-01,2894.462493
42000000000010,gas,2027-08-01,2846.099835
42000000000010,gas,2027-09-01,2799.437372
42000000000010,gas,2027-10-01,2754.386889
42000000000010,gas,2027-11-01,2710.866208
42000000000010,gas,2027-12-01,2668.798673
42000000000010,water,2026-01-01,828.745495
42000000000010,water,2026-02-01,812.22006
42000000000010,water,2026-03-01,796.465364
42000000000010,water,2026-04-01,781.427748
42000000000010,water,2026-05-01,767.058523
42000000000010,water,2026-06-01,753.313401
42000000000010,water,2026-07-01,740.152007
42000000000010,water,2026-08-01,727.537451
42000000000010,water,2026-09-01,715.435957
42000000000010,water,2026-10-01,703.81654
42000000000010,water,2026-11-01,692.650719
42000000000010,water,2026-12-01,681.91227
42000000000010,water,2027-01-01,671.577003
42000000000010,water,2027-02-01,661.622567
42000000000010,water,2027-03-01,652.02828
42000000000010,water,2027-04-01,642.774971
42000000000010,water,2027-05-01,633.844847
42000000000010,water,2027-06-01,625.221368
42000000000010,water,2027-07-01,616.889138
42000000000010,water,2027-08-01,608.833812
42000000000010,water,2027-09-01,601.041999
42000000000010,water,2027-10-01,593.501191
42000000000010,water,2027-11-01,586.199686
42000000000010,water,2027-12-01,579.126529
42000000000011,oil,2026-01-01,2371.196007
42000000000011,oil,2026-02-01,2289.181801
42000000000011,oil,2026-03-01,2211.869206
42000000000011,oil,2026-04-01,2138.886703
42000000000011,oil,2026-05-01,2069.89983
42000000000011,oil,2026-06-01,2004.606748
42000000000011,oil,2026-07-01,1942.734427
42000000000011,oil,2026-08-01,1884.035346
42000000000011,oil,2026-09-01,1828.284633
42000000000011,oil,2026-10-01,1775.277578
42000000000011,oil,2026-11-01,1724.827458
42000000000011,oil,2026-12-01,1676.76364
42000000000011,oil,2027-01-01,1630.929914
42000000000011,oil,2027-02-01,1587.183026
42000000000011,oil,2027-03-01,1545.391388
42000000000011,oil,2027-04-01,1505.433929
42000000000011,oil,2027-05-01,1467.199089
42000000000011,oil,2027-06-01,1430.583917
42000000000011,oil,2027-07-01,1395.493269
42000000000011,oil,2027-08-01,1361.839098
42000000000011,oil,2027-09-01,1329.539813
42000000000011,oil,2027-10-01,1298.519709
42000000000011,oil,2027-11-01,1268.708458
42000000000011,oil,2027-12-01,1240.040643
42000000000011,gas,2026-01-01,4338.221181
42000000000011,gas,2026-02-01,4228.738253
42000000000011,gas,2026-03-01,4124.918417
42000000000011,gas,2026-04-01,4026.330923
42000000000011,gas,2026-05-01,3932.587806
42000000000011,gas,2026-06-01,3843.338692
42000000000011,gas,2026-07-01,3758.266344
42000000000011,gas,2026-08-01,3677.082824
42000000000011,gas,2026-09-01,3599.526184
42000000000011,gas,2026-10-01,3525.357588
42000000000011,gas,2026-11-01,3454.358814
42000000000011,gas,2026-12-01,3386.330076
42000000000011,gas,2027-01-01,3321.088105
42000000000011,gas,2027-02-01,3258.464483
42000000000011,gas,2027-03-01,3198.304157
42000000000011,gas,2027-04-01,3140.464141
42000000000011,gas,2027-05-01,3084.812361
42000000000011,gas,2027-06-01,3031.226631
42000000000011,gas,2027-07-01,2979.593743
42000000000011,gas,2027-08-01,2929.808654
42000000000011,gas,2027-09-01,2881.773765
42000000000011,gas,2027-10-01,2835.398269
42000000000011,gas,2027-11-01,2790.597567
42000000000011,gas,2027-12-01,2747.292752
42000000000011,water,2026-01-01,853.120363
42000000000011,water,2026-02-01,836.108885
42000000000011,water,2026-03-01,819.890815
42000000000011,water,2026-04-01,804.410917
42000000000011,water,2026-05-01,789.619067
42000000000011,water,2026-06-01,775.469678
42000000000011,water,2026-07-01,761.921184
42000000000011,water,2026-08-01,748.935612
42000000000011,water,2026-09-01,736.478191
42000000000011,water,2026-10-01,724.517026
42000000000011,water,2026-11-01,713.022799
42000000000011,water,2026-12-01,701.968513
42000000000011,water,2027-01-01,691.329267
42000000000011,water,2027-02-01,681.082054
42000000000011,water,2027-03-01,671.205582
42000000000011,water,2027-04-01,661.680118
42000000000011,water,2027-05-01,652.487342
42000000000011,water,2027-06-01,643.610231
42000000000011,water,2027-07-01,635.032937
42000000000011,water,2027-08-01,626.740689
42000000000011,water,2027-09-01,618.719705
42000000000011,water,2027-10-01,610.957108
42000000000011,water,2027-11-01,603.440854
42000000000011,water,2027-12-01,596.159662
